RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
460,9,,9,3,6,3,5,4,,,,,,4,4,4,3,5,2,,,0,1,2,4,2,0,0,0,9,9,9,9,,,,,,6,2,2,2,2,9,,,0,4,0,0,0,1,0,0,4,0,0,0,,,,,,,,,,2,2,2,2,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,5,2,2,9,,2,1,1,,,,,1,1,3,1,2,3,10/28/2014,1,1.04312
461,9,,4,2,2,1,3,,,,,,,1,5,,,,,,,2,0,1,0,1,0,0,0,9,9,9,,,,,,,9,9,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,1,2,1,19,,94025,4,1,,,,,1,1,3,1,5,3,10/28/2014,4,0.870378261
463,9,,8,4,4,1,4,1,5,,,,,1,4,1,5,,,,,4,0,0,2,2,0,0,0,2,2,9,9,2,,,,,2,9,9,2,,,,,0,4,0,0,0,0,0,0,4,0,0,0,2,,,2,,,,,2,,,2,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,5,1,8,,94116,4,1,,,,,2,2,1,1,1,5,10/30/2014,4,0.870378261
464,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,1,,2,,,,,,1,5,4,4,3,,,,,,,,,,,,,,,,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,,,,,,,,,,,0,40,0,0,0,0,0,40,0,6,5,1,1,5,1,1,,94587,94401,2,1,,,,,4,1,3,1,,5,10/30/2014,7,1.048985294
465,9,,14,8,6,1,4,3,1,5,3,2,3,1,4,1,3,5,2,,,4,2,4,2,2,0,0,0,9,9,9,9,9,6,1,2,2,9,9,9,9,6,2,,,1,3,0,0,0,2,0,0,8,0,0,0,,,,,,2,2,,,,,,,2,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,1,1,19,,94103,3,2,,,,,1,2,3,1,5,5,10/30/2014,3,0.865878313
467,9,,2,2,0,4,5,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,2,2,2,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,5,2,1,8,,3,5,4,,,,,1,1,1,1,1,1,11/2/2014,5,1.088087255
468,3,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,5,3,1,,94965,94102,4,4,,,,,5,1,3,1,,1,11/2/2014,9,1.074865278
470,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,2,,,,,,4,5,3,4,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,32,0,0,0,0,0,32,0,6,3,1,1,5,2,1,,95050,95050,3,3,,,,,4,1,3,1,,1,11/2/2014,8,0.93861625
471,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,1,,94501,94501,3,4,,,,,5,1,3,1,,1,11/2/2014,8,0.93861625
472,9,,4,0,4,,,,,,,,,1,1,3,1,,,,,3,0,1,0,0,0,0,0,6,,,,,,,,,6,6,6,6,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,2,1,12,,94103,4,2,,,,,3,2,3,1,2,1,11/2/2014,4,0.870378261
474,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,5,1,1,,94506,2,5,4,,,,,4,1,3,1,,2,11/3/2014,10,0.93027803
475,9,,3,3,0,3,4,4,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,9,9,8,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,0,,,2,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,5,4,1,19,,94110,5,3,,,,,1,1,1,1,5,2,11/3/2014,5,1.088087255
476,2,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,2,1,1,1,,1,2,,1,5,4,4,,,,,,,1,7,1,5,,,,,,,2,2,0,0,0,0,4,0,2,1,0,0,0,1,0,0,1,1,1,1,,,,,,,6,6,6,1,,,,,,,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,2,,,,,,,0,32,0,0,8,0,0,40,0,6,3,1,1,3,4,1,,R,94112,4,4,,,,,4,1,3,1,,2,11/3/2014,9,1.074865278
477,5,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,2,4,1,1,1,,1,1,,1,5,3,1,,,,,,,3,5,4,,,,,,,,8,0,0,0,4,1,0,1,4,1,0,0,0,0,0,0,6,6,9,9,,,,,,,6,6,9,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,5,1,1,5,1,1,,94015,94108,1,9,,,,,1,2,1,1,,2,11/3/2014,6,1.13516
478,9,,15,8,7,4,5,4,4,4,3,4,4,3,4,4,5,5,3,5,,0,0,3,8,4,0,0,0,9,9,9,2,2,2,9,9,9,2,2,2,1,1,9,9,,2,6,0,0,0,0,0,0,7,0,0,0,,,2,2,2,,,,2,2,2,2,2,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,4,2,1,1,15,,94103,3,4,,,,,4,2,3,1,3,2,11/3/2014,3,0.865878313
480,9,,4,2,2,1,1,,,,,,,4,5,,,,,,,2,0,0,1,1,0,0,0,6,6,6,,,,,,,1,1,,,,,,,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,2,2,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,2,1,19,,94105,2,1,,,,,2,2,3,1,5,3,11/4/2014,2,1.115464198
481,1,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,20,6,1,1,,2,,,1,5,,,,,,,,,1,5,,,,,,,,,20,6,0,0,0,0,0,0,20,6,0,0,0,0,0,0,6,6,,,,,,,,,2,2,,,,,,,,,0,0,0,12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,2,1,1,1,5,1,1,,94606,94112,2,2,,,,,2,2,3,1,,3,11/4/2014,7,1.048985294
482,9,,8,4,4,3,3,3,5,,,,,4,3,1,5,,,,,1,0,4,1,2,0,0,0,9,9,6,9,6,,,,,6,9,6,6,,,,,0,0,0,0,0,5,0,0,3,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,2,10,,94112,1,1,,,,,1,2,3,1,5,3,11/4/2014,1,1.04312
483,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,,,,,,4,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,5,2,1,,94604,94066,3,9,,,,,2,2,3,1,,3,11/4/2014,8,0.93861625
484,9,,2,2,0,1,5,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,4,4,4,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,1,1,4,1,29,,5,4,6,,,,,4,1,3,1,9,3,11/4/2014,4,0.870378261
485,9,,7,4,3,3,1,3,5,,,,,4,5,3,,,,,,1,0,3,1,2,0,0,0,9,9,9,9,9,,,,,1,1,1,,,,,,3,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,2,2,2,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,4,1,3,1,5,,94107,3,1,,,,,4,1,3,1,1,3,11/4/2014,3,0.865878313
486,9,,16,10,6,1,4,4,1,3,4,1,5,3,3,4,4,5,4,,,3,0,3,6,2,0,0,0,9,9,6,6,9,6,6,6,6,6,6,6,9,9,9,,,0,0,0,0,0,9,0,0,5,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,5,2,1,7,,5,5,4,,,,,2,1,3,1,2,3,11/4/2014,5,1.088087255
488,9,,5,1,4,4,,,,,,,,1,3,3,4,,,,,1,0,2,2,0,0,0,0,2,2,,,,,,,,6,6,6,6,,,,,0,1,0,0,0,4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,1,1,2,,94107,2,1,,,,,4,2,3,1,1,1,11/9/2014,2,1.115464198
489,9,,4,2,2,4,5,,,,,,,4,5,,,,,,,0,0,0,2,2,0,0,0,4,4,4,,,,,,,9,9,,,,,,,0,0,0,2,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,1,3,1,2,1,,2,1,1,,,,,1,2,3,1,2,1,11/9/2014,1,1.04312
490,9,,8,6,2,4,5,4,5,4,5,,,1,5,,,,,,,1,0,0,3,4,0,0,0,6,6,9,9,9,9,9,,,6,2,,,,,,,0,1,0,0,0,2,0,0,5,0,0,0,,,,,,,,,,2,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1,5,2,2,7,,94103,1,4,,,,,2,2,3,1,2,1,11/9/2014,1,1.04312
491,9,,9,4,5,3,4,4,5,,,,,2,1,4,2,5,,,,1,2,1,3,2,0,0,0,6,6,6,6,6,,,,,6,6,9,6,6,,,,0,0,0,0,0,8,0,0,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,5,2,2,8,,94108,3,3,,,,,2,2,3,1,1,1,11/9/2014,3,0.865878313
492,9,,5,0,5,,,,,,,,,1,4,5,4,5,,,,1,0,0,2,2,0,0,0,9,,,,,,,,,9,9,9,9,9,,,,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,4,2,1,7,,94111,2,4,,,,,4,1,3,1,2,1,11/9/2014,2,1.115464198
601,9,,2,1,1,5,,,,,,,,5,,,,,,,,0,0,0,0,2,0,0,0,2,2,,,,,,,,2,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,B,2,B,5,,94107,3,1,,,,,4,1,3,1,1,2,10/6/2014,3,0.865878313
602,9,,7,4,3,3,4,3,5,,,,,4,4,5,,,,,,0,0,2,3,2,0,0,0,9,9,8,1,1,,,,,9,9,9,,,,,,2,0,0,0,0,0,0,1,4,0,0,0,,,1,1,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,B,4,B,5,,5,4,4,,,,,5,1,3,1,1,2,10/6/2014,4,0.870378261
603,9,,4,2,2,4,5,,,,,,,3,5,,,,,,,0,0,1,1,2,0,0,0,1,1,2,,,,,,,1,1,,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,4,B,6,B,16,,5,5,4,,,,,1,1,3,1,3,2,10/6/2014,5,1.088087255
604,9,,1,1,0,5,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,2,2,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,1,1,B,7,B,14,,94111,3,4,,,,,4,2,3,1,2,2,10/6/2014,3,0.865878313
605,9,,6,3,3,1,4,5,,,,,,1,3,5,,,,,,2,0,1,1,2,0,0,0,1,1,1,1,,,,,,1,1,1,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,2,2,2,,,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,B,1,B,29,,5,6,6,,,,,5,2,3,1,9,2,10/6/2014,5,1.088087255
606,9,,11,8,3,3,5,3,4,4,6,7,6,1,1,5,,,,,,2,0,2,2,2,2,1,0,1,1,1,1,2,2,2,1,2,1,1,1,,,,,,7,4,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,,,,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,B,1,B,19,,5,5,4,,,,,2,2,3,1,5,2,10/6/2014,5,1.088087255
607,9,,4,4,0,8,3,3,5,,,,,,,,,,,,,0,0,2,0,1,0,0,1,1,1,1,9,1,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0,0,2,2,,2,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,B,3,B,24,,5,1,1,,,,,1,2,3,1,4,2,10/6/2014,1,1.04312
609,9,,11,8,3,3,5,3,5,3,5,7,5,7,3,5,,,,,,0,0,4,0,5,0,2,0,2,2,1,1,1,9,9,9,9,2,2,2,,,,,,3,4,0,0,0,0,0,0,4,0,0,0,2,2,2,2,,,,1,2,2,2,,,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,B,1,B,20,,2,3,4,,,,,1,2,3,1,4,3,10/7/2014,3,0.865878313
610,9,,5,3,2,3,4,5,,,,,,5,5,,,,,,,0,0,1,1,3,0,0,0,2,2,6,6,,,,,,2,2,,,,,,,0,3,0,0,0,2,0,0,0,0,0,0,2,,,,,,,,2,2,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,5,B,4,B,20,,94025,3,4,,,,,5,1,3,1,4,3,10/7/2014,3,0.865878313
611,9,,12,6,6,1,5,4,5,3,5,,,3,3,3,5,3,5,,,1,0,5,1,5,0,0,0,6,6,6,9,9,9,9,,,1,1,1,1,1,1,,,6,0,0,0,0,2,0,0,4,0,0,0,,,,,,,,,2,2,2,2,2,2,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,6,B,1,B,1,,5,5,4,,,,,4,1,3,1,2,3,10/7/2014,5,1.088087255
612,9,,13,7,6,1,1,4,3,1,4,5,,7,3,4,5,4,5,,,3,0,2,4,3,0,1,0,6,6,9,9,9,9,12,2,,2,2,2,2,2,2,,,0,7,0,0,0,1,0,0,4,0,0,1,,,,,,,2,,2,2,2,2,2,2,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,B,2,B,16,,5,2,1,,,,,3,1,3,1,3,3,10/7/2014,2,1.115464198
613,5,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,20,5,1,1,,1,3,,1,5,1,1,,,,,,,3,5,1,3,3,,,,,,60,5,0,0,0,15,0,0,20,5,0,0,0,0,0,0,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,80,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,2,2,2,2,2,,,,,,0,32,0,0,40,0,0,72,0,6,1,1,1,B,1,B,,94080,94115,2,1,,,,,3,2,3,1,,3,10/7/2014,7,1.048985294
614,5,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,3,1,1,,2,,,1,5,,,,,,,,,4,5,,,,,,,,,20,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,1,1,,,,,,,,,1,1,,,,,,,,,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,2,5,1,1,B,1,B,,94005,94102,2,4,,,,,4,1,1,1,,3,10/7/2014,7,1.048985294
615,5,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,1,1,1,B,1,B,,94080,94108,3,6,,,,,3,1,3,1,,3,10/7/2014,8,0.93861625
